City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Massakory,TD,12.996,15.7293,81.75,18,93,11.81,overcast clouds
469,Cidreira,BR,-30.1811,-50.2056,68.18,80,0,12.59,clear sky
470,Port Blair,IN,11.6667,92.75,81.01,79,88,11.81,overcast clouds
471,Kemi,FI,65.8596,24.8228,37.17,100,20,4.61,fog
472,Traverse City,US,44.7631,-85.6206,46.47,76,20,0.0,few clouds
473,Pemangkat,ID,1.1667,108.9667,79.12,85,100,7.81,overcast clouds
474,Plettenberg Bay,ZA,-34.0527,23.3716,59.47,79,69,7.05,broken clouds
475,Olafsvik,IS,64.8945,-23.7142,41.25,78,84,9.15,broken clouds
476,Wucheng,CN,29.6008,118.175,59.07,87,100,3.44,overcast clouds
477,Lufilufi,WS,-13.8745,-171.5986,80.8,76,85,9.78,overcast clouds
478,Uruzgan,AF,32.8333,66.0,52.41,13,0,5.01,clear sky
479,Torrington,US,41.8007,-73.1212,47.01,73,87,3.24,overcast clouds
480,Kayerkan,RU,69.3497,87.7602,18.64,85,100,15.1,overcast clouds
481,Khorixas,NA,-20.3667,14.9667,73.06,18,10,4.25,clear sky
482,Mananjary,MG,-21.2167,48.3333,72.93,75,100,10.51,overcast clouds
483,Berdigestyakh,RU,62.0989,126.6992,3.4,99,93,3.2,overcast clouds
484,Raudeberg,NO,61.9875,5.1352,50.95,1,100,30.11,overcast clouds
485,Atok,PH,16.5724,120.6808,62.4,87,98,3.4,light rain
486,Turukhansk,RU,65.8167,87.9833,19.74,95,100,14.45,light snow
487,Baykalovo,RU,57.3981,63.7684,31.48,78,99,5.75,overcast clouds
488,San Andres,CO,12.5847,-81.7006,82.42,69,20,4.61,few clouds
489,Acarau,BR,-2.8856,-40.12,78.75,82,56,17.63,broken clouds
490,Asosa,ET,10.0667,34.5333,60.71,85,78,4.61,broken clouds
491,Nouadhibou,MR,20.931,-17.0347,73.72,61,4,16.62,clear sky
492,Copalillo,MX,18.0333,-99.1167,76.08,72,17,2.35,few clouds
493,Valle De Allende,MX,26.9333,-105.4,58.32,25,2,11.07,clear sky
494,Khandyga,RU,62.6667,135.6,21.92,93,100,8.59,light snow
495,Zarubino,RU,42.63,131.0922,41.85,63,3,7.36,clear sky
496,Navahrudak,BY,53.6,25.8333,48.69,95,64,7.02,broken clouds
497,Necochea,AR,-38.5473,-58.7368,55.8,59,100,8.48,moderate rain
498,El Carmen,CO,8.5106,-73.4478,65.97,89,35,2.04,scattered clouds
499,Sibolga,ID,1.7427,98.7792,76.42,88,100,2.95,overcast clouds
500,North Bend,US,43.4065,-124.2243,61.25,97,100,6.91,overcast clouds
501,Nampula,MZ,-15.1165,39.2666,69.1,80,0,4.34,clear sky
502,Acapulco,MX,16.8634,-99.8901,82.22,83,20,5.75,light rain
503,Kampot,KH,10.6167,104.1833,80.65,78,95,10.33,overcast clouds
504,Guarapari,BR,-20.6667,-40.4975,76.89,89,19,14.97,few clouds
505,Palmer,US,42.1584,-72.3287,46.85,77,75,3.44,broken clouds
506,Saint-Pierre,RE,-21.3393,55.4781,71.91,68,0,4.61,clear sky
507,Valdivia,CL,-39.8142,-73.2459,53.69,95,100,3.27,overcast clouds
508,Poum,NC,-20.2333,164.0167,79.02,78,59,11.54,broken clouds
509,Manavgat,TR,36.7867,31.4431,64.98,43,0,9.89,clear sky
510,Clarence Town,AU,-32.5833,151.7833,74.14,42,0,14.23,clear sky
511,Malakal,SS,9.5334,31.6605,75.99,62,41,3.24,scattered clouds
512,Tombouctou,ML,20.0,-3.0,74.77,13,0,11.72,clear sky
513,Ngunguru,NZ,-35.6167,174.5,65.46,92,96,15.97,overcast clouds
514,Bakchar,RU,57.0186,82.0711,27.39,93,100,11.7,light snow
515,Peniche,PT,39.3558,-9.3811,69.3,85,84,19.73,broken clouds
516,Gazanjyk,TM,39.2446,55.5154,60.64,78,95,4.03,overcast clouds
517,Erenhot,CN,43.6475,111.9767,47.88,67,100,6.04,overcast clouds
518,Laguna,US,38.421,-121.4238,72.09,32,0,6.91,clear sky
519,Businga,CD,3.3333,20.8833,70.88,98,99,1.12,overcast clouds
520,Fare,PF,-16.7,-151.0167,79.41,76,19,11.72,light rain
521,Tabuk,PH,17.4189,121.4443,75.24,93,100,11.74,light rain
522,Arlit,NE,18.7369,7.3853,74.86,19,0,9.48,clear sky
523,Jizan,SA,17.3333,42.6667,82.96,69,4,2.66,clear sky
524,Hukuntsi,BW,-24.0,21.75,74.57,32,0,7.02,clear sky
525,Inhambane,MZ,-23.865,35.3833,73.02,84,94,16.87,light rain
526,Wenling,CN,28.3669,121.36,65.44,71,22,13.62,few clouds
527,Bongandanga,CD,1.5,21.05,70.0,99,92,2.24,overcast clouds
528,Puerto Guzman,CO,0.9703,-76.5858,74.01,97,93,4.25,moderate rain
529,Genhe,CN,50.7833,121.5167,26.33,53,3,0.74,clear sky
530,Gizycko,PL,54.0381,21.7644,52.79,92,76,8.5,broken clouds
531,Kunda,IN,25.7167,81.5167,67.05,64,0,2.28,clear sky
532,Cockburn Town,TC,21.4612,-71.1419,82.06,73,0,14.83,light rain
533,Cubuk,TR,40.2386,33.0322,45.77,75,0,0.0,clear sky
534,Ayan,RU,56.45,138.1667,38.01,51,55,12.3,broken clouds
535,Tucuman,AR,-26.8241,-65.2226,77.0,44,0,3.44,clear sky
536,Ambulu,ID,-8.345,113.6058,76.05,74,76,1.36,broken clouds
537,Kijang,KR,35.2442,129.2139,60.94,65,78,11.27,broken clouds
538,Grand Forks,US,47.9417,-97.4337,53.78,43,40,10.36,scattered clouds
539,Engenheiro Beltrao,BR,-23.7972,-52.2692,73.76,74,47,2.95,scattered clouds
540,Bindi,SL,9.9167,-11.45,73.06,85,99,2.15,overcast clouds
541,Kununurra,AU,-15.7667,128.7333,89.58,58,24,4.61,few clouds
542,Luziania,BR,-16.2525,-47.9503,76.69,46,73,1.83,broken clouds
543,Namatanai,PG,-3.6667,152.4333,85.75,69,96,5.35,overcast clouds
544,The Woodlands,US,30.158,-95.4894,69.82,94,100,5.99,overcast clouds
545,Burnie,AU,-41.0667,145.9167,54.95,56,46,14.79,scattered clouds
546,San Jose,US,37.3394,-121.895,68.52,53,75,19.57,broken clouds
547,College,US,64.8569,-147.8028,17.58,76,40,3.44,scattered clouds
548,Harper,LR,4.375,-7.7169,76.64,90,77,3.15,light rain
549,Chinchani,IN,19.8667,72.7,74.5,55,0,5.37,clear sky
550,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.93,82,97,1.19,light rain
551,Namwala,ZM,-15.7504,26.4384,73.69,45,22,4.45,few clouds
552,Maslovka,RU,51.5535,39.2357,41.52,83,100,5.48,overcast clouds
553,Takoradi,GH,4.8845,-1.7554,77.88,86,46,7.67,light rain
554,Talikota,IN,16.4833,76.3167,68.22,68,58,7.65,broken clouds
555,Coihaique,CL,-45.5752,-72.0662,39.81,75,0,4.61,clear sky
556,Puerto Colombia,CO,10.9878,-74.9547,82.49,71,12,9.22,few clouds
557,Lompoc,US,34.6391,-120.4579,68.14,71,0,10.36,clear sky
558,Palana,RU,59.1167,159.9667,28.83,61,100,13.47,overcast clouds
559,Tamiahua,MX,21.2667,-97.45,79.83,85,79,7.7,broken clouds
560,Yangambi,CD,0.8102,24.4336,68.18,100,95,1.86,moderate rain
561,Novonukutskiy,RU,53.7002,102.7117,32.47,91,100,8.23,light snow
562,Lakes Entrance,AU,-37.8811,147.981,65.16,53,88,14.34,overcast clouds
563,Ostrovnoy,RU,68.0531,39.5131,36.54,97,99,22.08,overcast clouds
564,Hudson Bay,CA,52.85,-102.3842,38.77,80,100,5.21,overcast clouds
565,Verkhnevilyuysk,RU,63.4453,120.3167,0.97,98,54,1.63,broken clouds
566,Nikolayevka,RU,53.1257,47.2041,34.07,99,100,1.07,overcast clouds
567,Mareeba,AU,-17.0,145.4333,86.49,51,19,5.12,few clouds
568,Orasac,BA,44.6289,16.0711,53.26,84,11,1.25,few clouds
569,Maicao,CO,11.3832,-72.2432,76.15,86,34,6.96,scattered clouds
570,Sena Madureira,BR,-9.0656,-68.6569,72.61,97,100,1.68,overcast clouds
571,Kil,SE,59.5072,13.314,53.49,98,100,9.22,moderate rain
572,Narsaq,GL,60.9167,-46.05,37.62,99,100,10.22,light rain
573,Bandarbeyla,SO,9.4942,50.8122,78.19,80,26,9.64,scattered clouds
574,Bandiagara,ML,14.3501,-3.6104,79.75,17,0,8.12,clear sky
575,Port Macquarie,AU,-31.4333,152.9167,76.89,38,0,13.8,clear sky
576,Suez,EG,29.9737,32.5263,69.55,79,95,9.24,overcast clouds
577,Elko,US,41.0002,-115.5012,54.23,18,54,3.0,broken clouds
578,Barabai,ID,-2.5833,115.3833,77.97,85,100,0.6,overcast clouds
579,Huarmey,PE,-10.0681,-78.1522,62.71,83,5,8.86,clear sky
580,Tura,IN,25.5198,90.2201,64.11,96,1,4.07,clear sky
581,Arbagar,RU,51.9438,116.2805,25.97,57,57,1.59,broken clouds
582,Vieste,IT,41.8825,16.175,65.37,83,1,9.06,clear sky
583,Antofagasta,CL,-23.65,-70.4,58.28,82,10,6.49,clear sky
584,Qaqortoq,GL,60.7167,-46.0333,33.1,98,100,8.46,snow
585,Oum Hadjer,TD,13.2954,19.6966,80.49,18,85,11.77,overcast clouds
586,Collie,AU,-33.3667,116.15,48.36,95,99,10.87,light rain
587,San Quintin,MX,30.4833,-115.95,67.41,64,0,12.91,clear sky
588,Vrangel,RU,42.7297,133.0839,42.44,65,1,9.42,clear sky
589,Farkhor,TJ,37.4922,69.4036,63.45,33,86,2.1,overcast clouds
590,Rajaldesar,IN,28.0333,74.4667,71.6,28,0,3.42,clear sky
591,Kisangani,CD,0.5167,25.2,69.03,99,99,0.83,moderate rain
592,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,87,0,9.33,clear sky
593,Tres Arroyos,AR,-38.3739,-60.2798,60.51,56,100,5.99,overcast clouds
594,Coahuayana,MX,18.7333,-103.6833,79.54,85,29,3.09,scattered clouds
595,Guerrero Negro,MX,27.9769,-114.0611,73.36,51,39,12.59,scattered clouds
596,Lieksa,FI,63.3167,30.0167,44.56,96,99,11.39,overcast clouds
597,Wanning,CN,18.8003,110.3967,74.19,84,100,13.09,overcast clouds
598,Matane,CA,48.8286,-67.522,39.34,64,0,12.73,clear sky
599,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,65,1,3.76,clear sky
600,Tabas,IR,33.5959,56.9244,70.32,26,65,3.33,broken clouds
601,Roma,US,43.2128,-75.4557,48.67,57,0,8.05,clear sky
602,Huainan,CN,32.6264,116.9969,56.39,64,73,10.51,broken clouds
603,Monticello,US,45.3055,-93.7941,56.95,51,0,5.75,clear sky
604,Lebanon,US,36.2081,-86.2911,66.25,74,0,0.0,clear sky
605,Sabha,LY,27.0377,14.4283,65.37,56,0,9.46,clear sky
606,Innisfail,AU,-17.5333,146.0333,86.29,64,7,3.27,clear sky
607,Khairabad,IN,27.5333,80.75,65.98,71,0,2.62,clear sky
608,Chitrakonda,IN,18.1167,82.0833,59.5,78,40,2.57,scattered clouds
609,Irbil,IQ,36.1926,44.0106,60.62,51,7,3.44,clear sky
610,Oranjemund,NA,-28.55,16.4333,57.31,93,49,3.71,scattered clouds
611,Le Pradet,FR,43.1066,6.0172,68.63,75,0,3.44,clear sky
612,Broken Hill,AU,-31.95,141.4333,63.97,43,69,5.41,broken clouds
613,Novonikolayevskiy,RU,50.9738,42.3649,33.78,93,100,1.99,overcast clouds
614,Olyka,UA,50.7186,25.8125,53.17,89,16,8.08,few clouds
615,Poya,NC,-21.35,165.15,83.71,63,20,3.06,few clouds
616,Santa Marta,CO,11.2408,-74.199,83.89,72,20,11.5,few clouds
617,Shingu,JP,33.7333,135.9833,63.66,58,0,4.99,clear sky
618,Emmett,US,43.8735,-116.4993,55.69,52,100,3.98,overcast clouds
619,Sladkovo,RU,55.5284,70.3385,25.27,84,86,8.59,overcast clouds
620,Boyolangu,ID,-8.1181,111.8935,76.1,72,87,3.89,overcast clouds
621,Watertown,US,42.3709,-71.1828,45.86,78,0,1.99,clear sky
622,Mackenzie,CA,55.2999,-123.1698,41.83,57,98,10.76,overcast clouds
623,Spencer,US,43.1414,-95.1444,58.55,64,0,4.61,clear sky
624,Tiarei,PF,-17.5333,-149.3333,82.42,74,8,7.07,clear sky
625,Filadelfia,US,39.9523,-75.1638,52.34,74,75,6.91,broken clouds
626,Shitanjing,CN,39.2342,106.3439,46.92,82,98,2.71,overcast clouds
627,Geraldton,AU,-28.7667,114.6,63.01,82,75,21.85,broken clouds
628,Tilichiki,RU,60.4667,166.1,12.27,79,37,6.8,scattered clouds
629,Axim,GH,4.8699,-2.2405,77.79,85,44,7.0,light rain
630,Marsh Harbour,BS,26.5412,-77.0636,79.57,70,1,16.08,clear sky
631,Korla,CN,41.7597,86.1469,48.04,39,18,9.57,few clouds
632,Cravo Norte,CO,6.3017,-70.2041,79.09,85,98,4.47,overcast clouds
633,Panacan,PH,9.2463,118.4082,78.89,88,100,7.43,overcast clouds
634,Zhigalovo,RU,54.8097,105.1578,28.47,69,99,3.15,overcast clouds
635,Bilibino,RU,68.0546,166.4372,0.21,96,100,1.19,overcast clouds
636,Khani,GE,41.9563,42.9566,42.37,93,98,1.36,light rain
637,Puerto Penasco,MX,31.3167,-113.5333,79.48,34,0,11.01,clear sky
638,Sobolevo,RU,54.4299,31.8996,45.9,97,100,7.02,overcast clouds
639,Sayville,US,40.7359,-73.0821,51.4,69,75,0.0,broken clouds
640,Aswan,EG,24.0934,32.907,73.44,31,0,9.57,clear sky
641,Bastia,FR,42.6667,9.3333,63.3,72,0,4.61,clear sky
642,Paka,MY,4.6374,103.4368,76.17,91,100,7.96,light rain
643,Syedove,UA,47.0768,38.156,48.11,73,90,4.21,overcast clouds
644,Lata,PT,40.1629,-8.3327,69.82,76,80,7.07,broken clouds
645,Gigmoto,PH,13.7796,124.39,79.34,94,100,27.54,moderate rain
646,Mokhsogollokh,RU,61.4681,128.9203,17.47,88,90,9.08,overcast clouds
647,Pangai,TO,-19.8,-174.35,77.11,94,100,16.11,thunderstorm with heavy rain
648,Calama,CL,-22.4667,-68.9333,59.49,13,0,12.66,clear sky
649,Sasebo,JP,33.1592,129.7228,67.03,71,30,10.33,scattered clouds
650,Adeje,ES,28.1227,-16.726,75.11,54,0,3.44,clear sky
651,Adelaide,AU,-34.9333,138.6,63.21,58,20,13.8,few clouds
652,Kemijarvi,FI,66.7131,27.4306,38.5,99,100,6.76,overcast clouds
653,Georgiyevskoye,RU,58.731,45.024,38.46,96,100,8.23,overcast clouds
654,Tessalit,ML,20.1986,1.0114,72.63,20,0,9.73,clear sky
655,Zalantun,CN,48.0,122.7167,33.37,37,12,2.37,few clouds
656,Maidens,GB,55.3338,-4.8147,56.55,89,64,13.35,broken clouds
657,Soyaux,FR,45.65,0.2,67.98,65,0,12.66,clear sky
658,Pawai,IN,24.2667,80.1667,64.99,57,0,2.53,clear sky
659,Shanhetun,CN,44.7,127.2,35.17,57,21,1.77,few clouds
660,Tadine,NC,-21.55,167.8833,80.37,72,8,10.04,clear sky
661,Kiunga,PG,-6.1219,141.2906,87.53,60,80,1.63,broken clouds
662,Bandundu,CD,-3.3167,17.3667,68.88,99,99,3.44,overcast clouds
663,Kathmandu,NP,27.7167,85.3167,57.42,88,75,0.0,mist
664,Amapa,BR,1.0,-52.0,73.31,96,93,2.93,overcast clouds
665,Copiapo,CL,-27.3667,-70.3333,53.29,56,0,3.67,clear sky
666,Bubaque,GW,11.2833,-15.8333,82.89,77,100,9.28,overcast clouds
667,Saint Simons,US,31.1352,-81.3901,70.02,90,100,10.36,overcast clouds
668,La Ronge,CA,55.1001,-105.2842,46.2,52,85,8.46,overcast clouds
669,Taoudenni,ML,22.6783,-3.9836,79.63,13,1,10.87,clear sky
670,Ola,RU,59.5833,151.2833,20.37,58,100,5.23,overcast clouds
671,Lahad Datu,MY,5.0268,118.327,80.53,83,100,4.47,overcast clouds
672,Hangu,CN,39.2489,117.7892,55.44,62,100,5.08,overcast clouds
673,Severodvinsk,RU,64.5635,39.8302,33.91,98,100,8.34,overcast clouds
674,Tateyama,JP,34.9833,139.8667,59.09,62,0,13.69,clear sky
675,Arica,CL,-18.475,-70.3042,62.15,77,0,4.61,clear sky
676,Banyo,CM,6.75,11.8167,68.16,80,100,2.1,overcast clouds
677,Eydhafushi,MV,5.1033,73.0708,80.33,78,79,8.72,broken clouds
678,Beisfjord,NO,68.3751,17.5988,43.05,98,100,7.29,light rain
679,Sawakin,SD,19.1059,37.3321,82.35,74,41,6.53,scattered clouds
680,Bangkalan,ID,-7.0455,112.7351,78.75,68,100,3.47,overcast clouds
681,Waipawa,NZ,-41.4122,175.5153,67.21,63,100,16.78,moderate rain
682,Guaruja,BR,-23.9931,-46.2564,71.91,89,90,2.42,overcast clouds
683,Vila Velha,BR,-20.3297,-40.2925,76.95,87,40,10.36,scattered clouds
684,Makinsk,KZ,52.6292,70.4169,14.23,95,83,6.6,broken clouds
685,Las Palmas,ES,28.4204,-14.0131,72.39,46,0,6.91,clear sky
686,Mega,ET,4.05,38.3,61.72,79,100,5.19,overcast clouds
687,Chilliwack,CA,49.1747,-121.9443,55.53,81,69,3.94,broken clouds
688,Misratah,LY,32.3754,15.0925,72.23,67,1,9.53,clear sky
689,Barcelona,ES,41.3888,2.159,70.72,72,40,3.44,scattered clouds
690,Maturin,VE,9.75,-63.1767,74.68,97,100,6.42,light rain
691,Ekhabi,RU,53.5102,142.9671,34.34,68,44,9.8,scattered clouds
692,Puerto Ayacucho,VE,5.6639,-67.6236,79.63,83,95,5.14,moderate rain
693,Kamenka,RU,51.3223,42.7678,35.96,87,98,4.38,overcast clouds
694,Sturgis,US,41.7992,-85.4192,50.22,59,0,3.44,clear sky
695,Cofradia,HN,15.4,-88.15,79.93,96,24,2.84,few clouds
696,Kahului,US,20.8947,-156.47,89.62,61,40,24.16,scattered clouds
697,Saquarema,BR,-22.92,-42.5103,71.28,92,100,10.85,overcast clouds
698,Kondinskoye,RU,59.6481,67.41,22.91,95,68,3.71,broken clouds
699,Praya,CV,14.9215,-23.5087,79.34,65,0,11.5,clear sky
700,Najran,SA,17.4924,44.1277,59.65,29,6,1.34,clear sky
701,Saveh,IR,35.0213,50.3566,62.89,38,2,3.11,clear sky
702,Nantucket,US,41.2835,-70.0995,51.91,79,40,12.66,scattered clouds
703,Tommot,RU,58.9564,126.2925,15.62,91,86,1.48,overcast clouds
704,Mazatan,MX,14.8667,-92.45,82.47,100,75,0.0,moderate rain
